,no_protease,c_0.000M,c_0.421M,c_0.842M,c_1.263M,c_1.684M,c_2.105M,c_2.526M,c_2.947M,c_3.368M,c_3.789M,c_4.211M,c_4.632M,c_5.053M,c_5.474M,c_5.895M,c_6.316M,c_6.737M,c_7.158M,c_7.579M,c_8.000M
prot_010866,115,4,5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0
prot_010867,38,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0
prot_010868,89,74,110,112,141,98,181,165,178,220,242,291,136,118,50,32,20,10,0,25,3
prot_010869,106,95,145,140,139,95,228,217,212,291,315,422,387,522,709,921,1167,1277,1626,2258,2212
prot_010870,65,47,98,76,105,37,43,20,7,3,0,3,0,0,0,0,0,0,6,13,18
prot_010871,46,23,17,10,2,0,0,0,0,0,2,1,0,1,5,5,0,5,0,0,0
prot_010872,62,51,86,78,79,50,107,120,123,173,192,178,85,39,16,15,6,2,0,3,1
prot_010873,66,40,62,30,26,4,6,2,0,0,0,0,0,0,0,0,2,5,0,0,0
prot_010874,38,32,44,41,68,34,74,74,81,110,114,110,41,5,8,0,2,0,2,0,0
prot_010875,78,59,103,85,122,76,134,132,125,121,83,66,34,19,4,4,1,0,0,0,0
prot_010876,78,47,52,23,18,4,4,3,1,0,0,0,0,1,0,0,0,1,2,0,4
prot_010877,56,45,73,68,79,47,101,59,23,21,6,6,1,0,3,2,0,0,11,0,16
prot_010878,111,89,165,113,113,50,60,24,11,6,0,2,0,1,7,0,0,0,0,14,0
prot_010879,80,86,97,111,120,85,158,172,155,175,227,232,114,58,32,14,8,0,0,11,0
prot_010880,143,30,34,16,4,4,4,4,6,4,1,3,5,0,1,3,9,7,5,0,1
prot_010881,68,59,88,68,101,57,138,140,147,172,194,277,248,306,400,355,252,134,77,37,9
prot_010882,57,53,62,82,86,68,116,104,107,134,163,238,181,165,129,101,47,30,7,7,5
prot_010883,48,46,56,67,66,40,109,89,84,112,127,190,177,215,324,269,231,117,59,34,1
prot_010884,75,51,105,96,103,75,143,153,153,187,225,303,263,291,496,691,718,724,748,714,365
prot_010885,47,34,43,12,8,4,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0
prot_010886,81,61,107,108,156,81,137,148,99,97,73,55,15,7,7,2,0,0,0,11,0
prot_010887,69,45,74,86,94,71,135,152,145,168,220,260,228,278,232,202,110,40,22,20,0
prot_010888,67,60,82,82,81,27,44,29,7,4,1,1,0,0,0,0,0,0,8,0,0
prot_010889,54,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
prot_010890,134,99,138,66,39,14,10,5,0,0,0,0,0,2,6,2,2,3,0,3,0
prot_010891,55,39,57,30,15,6,2,0,0,0,1,0,0,0,0,1,1,0,0,3,0
prot_010892,91,86,118,125,127,101,203,173,190,227,259,317,270,229,147,70,42,20,0,9,0
prot_010893,101,94,122,142,150,106,153,109,47,22,9,8,0,2,0,5,0,14,1,0,15
prot_010894,45,27,54,53,81,48,82,93,94,104,126,141,107,106,63,33,26,18,4,8,9
prot_010895,97,75,141,125,150,88,210,201,202,243,295,389,329,440,544,806,882,742,640,501,240
prot_010896,110,83,112,90,73,28,28,9,12,0,1,1,0,0,0,0,0,0,9,0,0
prot_010897,119,91,148,155,172,125,222,219,232,316,300,319,221,112,59,50,11,3,0,10,0
prot_010898,41,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
prot_010899,45,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
prot_010900,62,17,19,5,6,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,8
prot_010901,78,57,81,79,91,33,51,30,19,8,7,0,0,2,5,0,0,0,3,0,13
prot_010902,74,66,96,83,89,45,68,34,32,5,6,2,0,1,2,0,0,0,0,0,0
prot_010903,72,59,105,91,123,82,106,71,39,31,18,6,1,0,2,7,0,0,4,14,2
prot_010904,82,48,74,24,6,0,0,1,0,0,3,0,0,1,2,1,4,6,0,17,9
prot_010905,34,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0
prot_010906,105,95,163,131,143,94,219,203,198,251,268,375,297,336,314,212,169,85,44,38,14
prot_010907,141,7,2,0,2,0,0,1,1,0,0,6,2,0,3,0,0,1,0,4,2
prot_010908,64,46,78,75,99,61,141,122,126,173,175,225,196,204,189,117,39,17,0,14,0
prot_010909,86,60,103,127,152,81,167,183,179,237,257,357,357,389,514,752,751,547,501,368,148
prot_010910,150,135,208,177,234,153,315,320,316,353,436,522,309,240,184,116,39,15,25,0,0
prot_010911,83,87,87,108,118,83,150,158,167,184,143,111,67,21,16,8,6,12,0,0,24
prot_010912,78,57,109,104,159,87,184,121,68,33,12,4,2,0,0,0,2,3,2,3,11
prot_010913,158,126,219,244,254,127,319,317,313,354,429,420,220,208,109,68,40,27,0,0,48
prot_010914,180,165,253,259,257,158,349,374,379,489,496,779,615,786,957,1047,775,355,215,148,11
prot_010915,48,31,81,67,93,53,88,98,95,121,137,181,174,208,297,486,460,547,706,1031,1019
prot_010916,70,52,97,84,97,34,48,28,3,4,0,1,0,0,2,4,0,3,4,0,0
prot_010917,110,88,157,132,174,113,212,184,131,100,25,13,4,0,0,0,0,22,0,0,4
prot_010918,112,100,171,148,182,111,232,219,230,275,306,457,403,550,624,783,802,586,452,477,158
prot_010919,89,2,0,2,0,0,0,1,1,0,0,4,0,0,2,10,0,0,7,2,0
prot_010920,29,25,43,33,49,25,35,43,31,13,6,2,0,1,0,0,0,1,0,1,0
prot_010921,29,27,43,33,35,35,55,65,51,63,51,55,27,21,6,2,6,3,0,1,0
prot_010922,154,145,190,232,242,171,331,278,302,366,361,333,173,79,36,19,0,13,0,0,17
prot_010923,100,80,131,116,110,55,71,49,18,7,5,1,0,0,0,0,4,10,9,8,0
prot_010924,78,52,79,35,12,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,4
prot_010925,50,29,29,22,7,4,1,1,1,0,1,1,0,0,0,0,0,0,4,5,8
prot_010926,58,52,79,75,90,40,44,7,7,3,0,0,0,0,0,0,0,0,0,6,16
prot_010927,92,78,144,99,137,106,174,173,203,259,261,334,254,200,110,53,24,11,0,0,8
prot_010928,41,36,61,51,66,47,93,71,95,93,119,174,134,121,89,67,34,7,0,6,0
prot_010929,59,65,86,64,84,45,56,34,13,13,5,6,3,0,0,0,0,0,0,0,8
prot_010930,104,71,90,49,23,5,5,0,1,2,0,0,0,0,0,5,2,3,0,2,0
prot_010931,86,73,125,109,135,69,170,184,162,235,289,270,189,126,70,24,29,4,5,12,3
prot_010932,65,38,102,87,102,78,115,151,138,160,199,252,221,281,365,500,585,484,556,698,392
prot_010933,105,103,133,147,175,108,181,193,161,186,166,153,58,52,24,27,7,8,1,23,2
prot_010934,111,98,128,136,124,60,56,35,19,3,1,0,1,0,0,1,0,1,0,8,9
prot_010935,31,12,6,4,0,1,0,0,0,0,2,0,0,2,1,0,0,4,0,0,0
prot_010936,146,120,195,181,220,163,281,273,299,360,475,547,563,623,641,582,416,211,185,100,38
prot_010937,113,76,138,149,169,121,246,158,137,74,50,12,9,1,0,0,1,0,5,0,0
prot_010938,92,83,122,125,113,75,94,48,32,31,9,8,9,0,0,8,0,3,6,0,0
prot_010939,61,51,75,84,94,62,96,113,122,155,177,233,246,278,419,520,554,490,464,345,155
prot_010940,92,76,107,114,135,101,166,166,188,210,263,267,220,189,111,66,47,23,1,0,8
prot_010941,102,73,112,135,132,95,177,200,199,272,298,395,413,450,509,467,303,115,32,37,12
prot_010942,67,54,103,63,127,66,111,116,111,119,99,71,59,34,18,11,2,1,9,2,6
prot_010943,136,104,190,192,191,136,215,192,102,65,36,23,4,5,5,9,0,2,0,0,0
prot_010944,40,32,63,54,80,43,85,79,74,91,125,167,147,158,279,368,446,480,586,914,817
prot_010945,57,53,71,74,84,53,114,103,115,162,193,229,224,263,358,491,549,466,481,471,219
prot_010946,98,76,131,135,163,100,242,186,191,236,293,339,357,404,472,492,267,93,57,40,18
prot_010947,89,79,109,119,152,94,171,175,172,233,233,275,215,119,83,38,31,15,9,0,2
prot_010948,102,66,130,111,150,88,188,154,109,68,37,29,6,14,0,0,0,0,5,6,4
prot_010949,42,24,29,10,6,4,2,0,0,1,0,0,0,0,2,1,1,0,3,0,0
prot_010950,58,42,65,75,52,35,52,16,10,6,9,0,0,0,0,0,0,0,3,5,2
prot_010951,131,93,189,164,181,146,264,266,266,339,369,446,400,333,199,82,20,12,9,0,2
prot_010952,45,46,60,43,45,21,37,10,6,1,2,0,0,1,0,2,0,0,0,0,7
prot_010953,57,52,77,73,105,61,104,93,117,141,182,228,217,249,356,457,619,645,781,1322,1086
prot_010954,54,38,74,72,98,55,88,126,91,141,155,204,173,206,155,83,34,16,0,2,0
prot_010955,90,66,132,98,146,111,178,194,167,213,268,359,359,424,526,860,967,840,1020,1130,572
prot_010956,108,91,163,128,160,143,217,215,243,273,306,398,372,483,719,895,1007,778,778,628,272
prot_010957,85,56,116,112,128,78,141,153,98,70,34,20,7,2,0,7,1,0,6,0,0
prot_010958,64,44,76,53,101,62,132,142,100,111,109,79,28,18,13,13,0,6,8,0,0
prot_010959,76,60,94,110,112,89,148,163,160,203,206,298,289,374,506,547,679,494,380,320,112
prot_010960,74,54,61,21,6,1,2,0,0,1,0,0,3,2,12,0,0,0,0,2,10
prot_010961,70,29,16,24,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3,6,0
prot_010962,132,115,193,169,203,148,254,263,252,344,435,572,464,582,835,1189,1298,1423,1556,1933,933
prot_010963,57,40,73,71,89,57,100,119,105,110,74,46,12,7,0,3,0,0,0,0,0
prot_010964,97,73,134,149,139,101,186,195,163,160,150,134,57,40,22,14,10,0,8,0,0
prot_010965,51,11,19,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,2
prot_010966,179,123,257,244,283,170,265,288,197,185,83,40,15,20,6,0,0,0,24,0,60
prot_010967,77,72,120,98,118,85,156,147,150,178,229,313,330,349,418,521,436,176,146,58,22
prot_010968,50,42,71,57,90,57,99,88,86,106,98,67,35,17,19,10,5,0,0,0,6
prot_010969,71,68,96,77,84,33,27,9,3,3,0,0,0,2,0,7,0,4,0,0,10
prot_010970,46,29,59,55,71,43,67,72,62,38,27,6,2,1,1,0,0,1,0,0,0
prot_010971,68,72,101,84,93,62,103,130,146,170,212,288,261,319,428,377,250,139,76,62,21
prot_010972,97,71,125,118,160,100,188,208,200,247,272,395,338,482,560,506,347,173,109,47,5
prot_010973,134,83,182,134,169,68,89,30,5,2,0,2,1,4,0,0,0,0,0,16,0
prot_010974,103,82,152,124,151,102,234,196,173,189,119,59,37,10,11,0,0,5,2,3,0
prot_010975,71,64,81,59,65,29,33,14,7,6,10,5,1,4,0,3,0,2,0,0,1
prot_010976,88,69,106,126,124,68,95,26,15,3,0,3,0,1,2,1,4,2,3,0,10
prot_010977,131,83,114,35,20,8,4,1,1,0,0,0,1,8,1,0,0,0,0,0,12
prot_010978,197,169,291,256,292,203,306,278,161,75,52,12,4,0,5,3,0,4,0,0,17
prot_010979,65,52,89,85,98,51,125,126,127,142,76,114,37,26,22,14,13,0,0,17,9
prot_010980,148,135,191,163,187,100,162,117,51,40,29,18,9,8,6,0,0,0,7,12,0
prot_010981,38,33,49,33,44,13,21,15,9,5,7,3,2,1,2,0,0,0,0,9,0
prot_010982,118,32,42,30,11,3,0,2,1,3,0,1,0,0,0,4,3,0,3,0,1
prot_010983,62,27,22,9,0,1,4,1,2,0,0,3,0,2,0,0,0,0,3,2,5
prot_010984,62,54,69,93,102,74,119,123,124,102,89,31,10,0,2,3,3,0,0,0,2
prot_010985,61,39,53,18,12,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
prot_010986,63,11,11,9,2,1,0,0,0,1,0,0,0,0,0,0,0,11,1,0,2
prot_010987,69,57,81,91,113,55,137,150,124,149,191,262,246,330,364,611,718,797,995,1317,1102
prot_010988,133,94,108,58,26,6,1,0,0,4,2,0,0,0,0,0,0,11,3,5,0
prot_010989,33,28,40,49,38,27,61,67,60,91,113,135,122,150,204,281,362,386,475,578,470
prot_010990,83,71,105,108,121,74,144,76,26,9,1,3,0,4,4,0,0,0,0,0,0
prot_010991,37,34,51,44,67,38,67,86,57,33,8,6,0,0,3,0,1,0,1,2,0
prot_010992,110,100,157,133,168,98,129,54,12,3,0,0,0,2,0,0,0,12,5,22,2
prot_010993,141,61,46,25,11,2,2,1,1,0,0,0,12,2,2,0,0,2,0,26,0
prot_010994,69,54,101,97,104,68,133,128,136,191,191,279,271,330,404,466,300,220,131,84,44
prot_010995,67,60,88,75,112,56,132,128,125,151,194,270,244,187,171,98,41,27,20,0,0
prot_010996,35,27,43,45,26,6,2,5,0,1,3,0,0,0,0,0,0,0,0,2,0
prot_010997,179,154,215,238,299,169,329,355,357,414,551,658,675,718,834,809,537,289,170,141,82
prot_010998,122,95,177,159,191,137,248,236,251,218,205,225,126,81,46,34,14,10,1,7,13
prot_010999,29,23,39,39,55,46,62,64,71,73,98,115,114,128,174,219,223,169,118,96,48
prot_011000,93,87,116,136,160,96,161,188,171,271,276,367,367,370,432,650,547,376,287,219,105
prot_011001,60,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,10,2,0
prot_011002,63,43,68,96,105,78,126,151,137,151,182,230,260,264,427,501,537,446,322,399,128
prot_011003,44,38,71,64,72,47,90,93,97,125,147,156,168,190,280,352,352,221,197,124,50
prot_011004,38,26,47,49,57,39,64,74,73,82,88,63,25,12,5,1,4,0,0,3,0
prot_011005,74,22,11,4,0,0,1,0,0,0,0,1,2,0,0,1,9,0,13,9,0
prot_011006,159,126,213,167,250,158,310,308,331,400,429,600,547,512,375,302,119,38,32,22,1
prot_011007,54,46,67,64,87,61,118,123,106,103,91,54,26,14,6,0,0,2,0,0,0
prot_011008,120,107,142,145,126,77,78,47,15,15,5,6,0,0,0,0,0,0,17,0,3
prot_011009,133,97,201,177,193,179,269,282,262,319,377,447,359,289,192,95,31,21,0,0,0
prot_011010,97,79,135,108,151,98,165,119,56,25,15,0,4,0,4,4,0,0,13,0,10
prot_011011,178,127,228,220,278,205,381,334,366,483,528,738,673,821,1217,1522,1697,2002,2264,3711,3195
prot_011012,104,90,126,122,182,110,228,200,133,57,12,8,2,1,6,0,1,12,18,2,0
prot_011013,145,125,164,128,112,37,59,21,7,5,4,0,2,2,0,3,0,0,9,29,0
prot_011014,50,43,79,55,66,59,103,101,107,124,126,213,185,203,258,256,207,124,59,30,10
prot_011015,99,83,117,127,166,101,210,176,160,115,89,68,18,11,4,1,0,0,4,10,0
prot_011016,142,106,229,193,213,142,236,263,155,116,74,34,7,10,6,3,3,2,0,6,0
prot_011017,53,41,68,59,79,44,50,29,18,3,8,2,0,0,4,2,0,3,0,0,7
prot_011018,16,4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
prot_011019,37,37,56,37,63,29,63,75,47,80,82,61,21,9,1,3,6,0,0,0,4
prot_011020,67,55,116,74,114,53,93,57,22,13,13,2,0,1,6,5,5,0,0,0,0
prot_011021,110,85,134,117,158,97,189,227,226,285,346,441,409,534,741,971,1226,1314,1557,2188,1598
prot_011022,67,43,88,61,97,61,127,147,124,180,222,270,256,332,466,641,715,722,991,1311,1053
prot_011023,69,52,100,91,94,81,132,139,128,195,204,272,260,295,407,494,512,411,306,256,143
prot_011024,68,41,62,29,25,6,6,3,1,1,0,1,0,0,2,0,4,1,1,0,10
prot_011025,73,52,115,92,110,90,127,147,150,176,179,142,89,32,28,6,0,3,0,0,0
prot_011026,78,2,2,0,0,1,0,0,2,0,0,0,0,0,2,12,8,3,0,0,12
prot_011027,58,40,85,54,99,54,128,113,108,164,144,186,99,56,34,24,0,0,0,0,12
prot_011028,105,98,159,133,157,116,191,164,82,75,33,27,9,1,0,4,3,13,28,2,0
prot_011029,135,121,171,179,192,139,272,261,284,310,401,496,538,606,872,1256,1195,930,771,809,309
prot_011030,39,40,60,45,39,24,32,7,8,1,1,0,0,0,0,0,0,2,1,5,6
prot_011031,80,57,70,48,7,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
prot_011032,47,37,69,69,76,47,88,82,106,86,134,143,145,249,306,466,492,530,708,1131,986
prot_011033,42,18,67,48,62,19,54,27,11,5,0,0,2,2,1,1,0,3,1,0,8
prot_011034,113,93,161,144,163,93,207,203,230,297,348,398,293,241,151,58,29,10,11,5,30
prot_011035,183,158,267,244,301,182,373,352,383,466,549,709,631,873,1001,1230,1024,603,415,310,108
prot_011036,64,40,105,71,95,72,86,65,25,16,2,0,0,0,3,0,0,0,0,11,0
prot_011037,174,137,236,224,270,158,241,183,131,81,34,12,12,6,0,2,12,0,21,0,0
prot_011038,48,36,62,66,72,52,89,88,78,39,29,14,4,1,0,1,0,3,0,8,0
prot_011039,84,62,111,101,117,87,164,154,180,212,235,365,342,397,477,619,471,324,257,196,72
prot_011040,156,125,207,225,265,171,285,325,287,401,453,598,578,519,688,433,213,53,59,33,0
prot_011041,59,33,71,80,52,30,35,14,4,1,3,0,0,0,6,5,0,0,8,2,14
prot_011042,96,98,141,105,153,85,184,204,191,268,297,307,237,187,123,90,45,14,8,1,21
prot_011043,59,47,59,36,29,7,7,3,0,0,4,0,0,0,0,2,0,0,7,0,0
prot_011044,52,47,80,49,73,51,102,87,62,49,16,4,0,4,2,1,2,1,1,0,0
prot_011045,66,47,69,77,85,80,131,127,144,163,191,277,253,283,377,445,364,276,233,142,51
prot_011046,32,25,50,35,52,29,62,72,72,94,117,126,109,112,67,49,27,12,0,9,0
prot_011047,137,121,197,197,207,150,204,202,115,97,61,46,12,4,13,0,0,0,0,12,2
prot_011048,86,65,109,125,119,76,136,104,65,52,49,34,22,7,13,12,4,1,4,4,3
prot_011049,71,50,91,48,41,11,12,11,2,0,3,0,0,0,0,4,2,1,0,7,0
prot_011050,61,12,12,4,3,0,0,1,0,1,0,1,0,0,2,0,0,0,0,12,1
prot_011051,100,73,136,99,103,46,45,24,11,4,2,1,0,1,2,2,1,0,0,0,0
prot_011052,110,97,166,154,166,99,214,204,232,264,321,458,439,507,710,901,839,598,446,381,175
prot_011053,69,63,84,72,100,57,53,37,24,4,5,1,0,0,0,0,2,1,0,0,0
prot_011054,110,87,121,104,97,30,33,8,3,2,0,0,3,0,3,0,2,15,0,3,0
prot_011055,83,60,102,108,138,88,154,183,158,203,206,195,90,57,25,5,2,2,0,1,0
prot_011056,73,51,58,33,26,13,5,4,1,0,1,5,0,1,0,7,0,0,0,2,0
prot_011057,117,87,114,63,52,14,13,3,0,0,3,0,0,0,0,0,0,0,14,3,0
prot_011058,76,43,101,116,128,73,140,157,147,181,236,309,247,332,448,476,452,297,152,105,18
prot_011059,54,10,6,3,0,0,2,0,0,4,0,0,0,2,0,6,0,0,1,0,6
prot_011060,77,71,116,84,123,81,121,98,68,50,51,18,12,8,12,0,1,0,5,1,1
prot_011061,93,70,133,103,148,76,181,176,172,160,167,92,49,23,7,7,0,0,0,0,17
prot_011062,70,45,52,23,16,4,4,4,0,0,0,2,1,0,1,0,0,0,0,0,4
prot_011063,120,95,109,82,67,19,17,3,3,0,0,0,4,0,2,5,0,7,0,0,20
prot_011064,97,63,86,47,31,10,5,7,4,0,2,0,0,0,0,0,0,1,10,0,4
prot_011065,67,65,89,69,63,37,38,26,20,3,3,0,0,0,0,0,3,2,0,2,0
prot_011066,79,60,106,114,126,75,153,148,154,223,244,296,280,384,457,615,668,444,417,293,138
prot_011067,84,80,105,100,146,71,67,53,16,9,8,5,0,2,0,0,8,2,0,14,26
prot_011068,111,84,145,123,127,57,55,18,4,1,0,1,0,0,2,0,0,0,0,0,0
prot_011069,80,67,94,96,111,81,128,94,70,72,46,33,17,10,13,9,4,0,8,6,0
prot_011070,86,80,115,120,132,90,168,162,165,228,253,352,316,368,465,500,274,127,72,32,11
prot_011071,38,6,3,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,3
prot_011072,40,42,59,51,66,44,75,83,76,94,112,140,112,147,129,85,66,9,9,1,8
prot_011073,75,65,91,65,38,11,6,4,0,0,1,0,1,1,0,0,7,8,0,21,1
prot_011074,83,66,109,102,112,67,192,184,164,217,254,299,318,402,516,761,894,922,1054,1332,796
prot_011075,36,26,47,38,11,3,6,1,1,0,1,1,0,0,0,1,0,0,1,0,4
prot_011076,59,6,6,3,5,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0
prot_011077,45,43,63,55,53,51,88,66,46,31,17,11,7,6,0,2,0,0,1,8,0
prot_011078,122,93,99,76,35,10,9,1,3,2,3,0,0,0,2,14,0,0,0,8,0
prot_011079,96,74,146,117,137,77,196,202,202,221,287,317,227,182,114,107,23,28,0,0,7
prot_011080,85,66,89,87,144,98,165,179,159,192,237,265,241,225,182,134,67,45,33,31,19
prot_011081,95,90,147,118,143,96,167,178,162,239,228,154,68,41,27,11,3,0,5,2,0
prot_011082,61,32,32,13,1,0,2,0,0,3,0,0,0,1,0,0,0,2,0,11,0
prot_011083,78,60,120,93,116,78,146,160,153,179,248,289,296,266,331,308,182,107,66,24,25
prot_011084,100,71,141,90,54,30,28,18,0,0,0,1,0,0,3,2,5,0,0,22,19
prot_011085,69,59,94,87,134,67,125,140,148,178,217,280,231,301,446,379,226,79,31,30,0
prot_011086,108,88,130,139,163,101,205,209,219,295,340,408,315,302,270,220,83,35,45,0,27
prot_011087,83,73,136,100,110,78,127,124,66,22,17,7,0,10,0,0,5,0,8,12,0
prot_011088,70,61,82,85,102,52,135,174,138,196,206,292,248,307,360,508,462,331,248,198,53
prot_011089,83,77,95,114,141,83,154,163,156,151,113,90,42,14,11,2,2,0,0,1,1
prot_011090,66,54,89,100,100,69,120,128,122,120,118,114,63,34,29,27,9,5,4,0,4
prot_011091,63,36,61,27,26,3,6,1,0,0,0,0,0,0,0,0,0,5,0,0,0
prot_011092,128,113,164,160,191,133,251,280,234,264,341,302,175,141,57,41,23,8,0,0,0
prot_011093,177,140,251,199,236,81,83,27,8,9,0,0,5,0,0,0,5,8,0,3,1
prot_011094,115,5,4,3,0,1,0,0,3,0,4,0,1,2,0,3,0,1,7,10,6
prot_011095,15,14,22,17,15,16,29,33,24,40,41,62,42,59,91,110,89,47,35,30,10
prot_011096,61,2,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3
prot_011097,70,53,91,85,114,63,135,112,104,74,40,20,2,2,0,2,1,0,5,0,6
prot_011098,40,19,14,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
prot_011099,57,53,64,65,77,31,9,3,0,0,0,0,0,1,2,2,5,7,0,3,0
prot_011100,64,44,78,81,114,72,106,127,123,175,193,259,257,196,203,106,49,14,13,0,0
prot_011101,86,15,10,5,0,0,1,2,1,0,0,0,0,2,0,4,3,2,0,7,0
prot_011102,88,86,125,113,132,90,169,185,164,159,124,59,28,17,6,3,2,3,3,0,5
prot_011103,79,68,98,114,119,67,130,113,68,41,7,4,0,3,6,0,0,0,0,0,0
prot_011104,73,49,97,94,104,80,158,138,175,196,228,220,146,93,43,13,11,0,8,7,5
prot_011105,53,23,19,11,13,7,3,1,0,2,0,1,0,0,0,0,0,0,3,13,0
prot_011106,105,80,139,122,172,122,182,227,227,240,255,294,200,99,86,16,17,3,0,16,0
prot_011107,93,68,123,107,124,90,139,72,36,16,7,7,1,0,0,0,0,0,4,0,8
prot_011108,129,105,179,152,153,115,167,129,58,29,16,6,3,1,0,0,5,10,0,0,13
prot_011109,76,58,95,94,134,71,104,60,41,32,23,18,5,9,5,1,0,0,0,19,7
prot_011110,49,47,73,54,83,43,65,73,43,25,23,16,8,2,0,0,0,0,1,0,0
prot_011111,53,40,79,65,76,59,93,87,69,58,47,27,11,10,0,0,4,0,0,20,0
prot_011112,117,19,18,15,4,1,1,2,0,2,0,0,2,1,0,0,0,2,0,12,0
prot_011113,39,42,59,48,64,36,50,37,23,14,1,3,2,0,0,1,1,0,2,1,7
prot_011114,62,60,83,73,112,50,94,132,127,113,96,34,15,7,8,2,0,0,0,0,6
prot_011115,79,67,104,93,109,74,133,115,114,90,56,25,11,16,19,3,0,1,8,0,2
prot_011116,185,61,67,18,9,8,5,0,0,0,0,0,3,1,14,3,3,2,0,17,0
prot_011117,49,37,53,58,63,33,60,28,14,15,5,2,1,2,2,0,0,0,1,7,5
prot_011118,78,58,99,107,113,56,88,47,27,9,2,2,0,0,3,0,0,1,0,7,6
prot_011119,146,130,180,191,214,151,309,289,238,267,241,173,60,18,23,0,0,0,3,5,0
prot_011120,61,49,79,79,73,60,124,135,129,171,164,233,239,277,397,567,621,631,838,1135,825
prot_011121,116,89,148,151,161,116,229,226,185,205,192,127,74,51,33,10,0,0,13,3,6
prot_011122,97,71,136,127,100,106,188,177,211,239,254,378,275,370,353,369,255,160,120,49,41
prot_011123,73,6,6,4,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,10,1
prot_011124,95,64,133,114,124,113,188,169,211,230,308,381,359,443,635,690,620,429,298,183,47
prot_011125,79,56,103,74,67,21,12,5,5,0,0,0,0,0,2,0,0,2,0,8,0
prot_011126,182,154,231,196,211,60,104,49,16,14,11,5,0,2,2,3,4,1,6,0,0
prot_011127,30,21,13,14,6,3,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0
prot_011128,81,6,5,3,3,1,0,0,0,0,0,4,1,1,1,0,0,0,0,4,9
prot_011129,66,44,78,73,105,71,138,125,130,166,180,268,248,253,336,275,195,102,77,44,5
prot_011130,74,58,74,30,24,2,13,6,0,0,0,0,0,0,1,0,4,0,1,5,3
prot_011131,120,83,143,87,88,23,20,9,2,0,0,0,0,3,0,0,7,10,3,15,0
prot_011132,61,25,35,20,12,1,0,0,0,0,1,0,2,0,0,0,0,8,3,0,0
prot_011133,91,73,121,134,143,112,176,172,189,209,272,304,171,53,15,3,4,0,0,0,0
prot_011134,99,93,132,141,126,113,172,206,195,248,286,426,329,356,417,369,178,103,46,25,7
prot_011135,101,77,142,119,154,98,204,220,217,262,295,413,379,417,591,578,420,214,113,51,35
prot_011136,76,55,93,114,107,68,170,162,155,181,225,282,233,255,237,163,70,47,12,21,0
prot_011137,88,85,124,111,149,90,160,189,175,243,216,257,194,130,68,27,21,0,0,0,3
prot_011138,64,62,69,73,87,69,112,96,92,64,44,22,7,6,5,3,4,0,5,8,0
prot_011139,54,27,12,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
prot_011140,138,110,204,119,145,49,58,21,4,4,0,1,0,0,1,0,1,0,8,6,0
prot_011141,39,29,40,15,4,1,0,1,1,0,0,0,2,0,0,0,0,1,6,3,1
prot_011142,69,48,97,86,117,71,156,131,127,172,165,170,88,59,36,10,8,6,8,0,1
prot_011143,52,2,3,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
prot_011144,90,22,20,13,7,0,2,0,0,0,0,4,0,0,0,0,0,0,23,0,8
prot_011145,71,56,104,83,129,72,154,141,121,79,43,34,5,4,0,0,0,2,7,1,0
prot_011146,149,39,13,13,5,0,0,0,0,1,0,0,1,0,11,0,0,0,0,1,0
prot_011147,93,8,2,2,0,3,5,0,0,0,1,3,0,0,0,6,12,2,0,0,3
prot_011148,61,10,8,1,0,1,0,1,0,0,0,1,0,0,0,0,1,5,0,0,0
prot_011149,45,41,57,64,71,51,91,83,89,107,112,157,113,95,60,26,11,10,5,0,0
prot_011150,76,22,15,8,1,2,1,0,0,0,0,0,0,0,0,0,6,1,0,6,0
prot_011151,84,41,32,14,15,0,0,0,0,0,0,3,3,0,0,0,5,2,0,19,0
prot_011152,76,57,59,11,7,1,1,0,0,0,4,1,0,4,3,2,0,9,4,0,0
